"","X.miRNA","read_count","precursor","total","XmiRNA1","XmiRNA2","XmiRNA3","XmiRNA4","XmiRNA5","XmiRNA6","XmiRNA7","XmiRNA8","XmiRNA9","XmiRNA10","XmiRNA11","XmiRNA12","XmiRNA13","XmiRNA14","XmiRNA15","XmiRNA16","XmiRNA17","XmiRNA18","XmiRNA19","XmiRNA20","XmiRNA21","XmiRNA22","XmiRNA23","XmiRNA24","XmiRNA25","XmiRNA26","XmiRNA27","XmiRNA28","XmiRNA29","XmiRNA30","XmiRNA31","XmiRNA32","XmiRNA33","XmiRNA34","XmiRNA35","XmiRNA36","XmiRNA37","XmiRNA38","XmiRNA39","XmiRNA40","XmiRNA41","XmiRNA42","XmiRNA43","XmiRNA44","XmiRNA45","XmiRNA46","X10miRNA1.norm.","XmiRNA2.norm.","XmiRNA3.norm.","XmiRNA4.norm.","XmiRNA5.norm.","XmiRNA6.norm.","XmiRNA7.norm.","XmiRNA8.norm.","XmiRNA9.norm.","XmiRNA10.norm.","XmiRNA11.norm.","XmiRNA12.norm.","XmiRNA13.norm.","XmiRNA14.norm.","XmiRNA15.norm.","XmiRNA16.norm.","XmiRNA17.norm.","XmiRNA18.norm.","XmiRNA19.norm.","XmiRNA20.norm.","XmiRNA21.norm.","XmiRNA22.norm.","XmiRNA23.norm.","XmiRNA24.norm.","XmiRNA25.norm.","XmiRNA26.norm.","XmiRNA27.norm.","XmiRNA28.norm.","XmiRNA29.norm.","XmiRNA30.norm.","XmiRNA31.norm.","XmiRNA32.norm.","XmiRNA33.norm.","XmiRNA34.norm.","XmiRNA35.norm.","XmiRNA36.norm.","XmiRNA37.norm.","XmiRNA38.norm.","XmiRNA39.norm.","XmiRNA40.norm.","XmiRNA41.norm.","XmiRNA42.norm.","XmiRNA43.norm.","XmiRNA44.norm.","XmiRNA45.norm.","XmiRNA46.norm."
"225","hsa-miR-1262",419,"hsa-mir-1262",419,17,3,0,0,0,0,0,0,0,22,0,0,0,0,0,1,14,40,37,0,9,0,11,0,31,0,0,0,0,0,31,10,0,32,0,0,0,97,4,9,13,38,0,0,0,0,4.24,1.26,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0.18,1.67,10.72,5.65,0,1.94,0,4.57,0,5.95,0,0,0,0,0,7.29,0.84,0,12.21,0,0,0,15.48,0.98,3,1.99,10.95,0,0,0,0
"226","hsa-miR-1263",1,"hsa-mir-1263",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","hsa-miR-1265",35,"hsa-mir-1265",35,0,0,0,13,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22,0,0,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","hsa-miR-1266-5p",0,"hsa-mir-1266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","hsa-miR-1267",185,"hsa-mir-1267",185,0,0,0,0,0,0,0,0,5,24,0,0,3,10,0,20,0,27,0,0,0,0,0,0,0,8,0,0,0,5,0,7,0,1,0,41,0,0,5,5,8,2,14,0,0,0,0,0,0,0,0,0,0,0,1.13,7.79,0,0,0.39,9.72,0,3.66,0,7.23,0,0,0,0,0,0,0,2.51,0,0,0,8.67,0,0.59,0,0.38,0,32.01,0,0,1.23,1.67,1.23,0.58,41.06,0,0,0
"230","hsa-miR-1268a",1737,"hsa-mir-1268a",1737,11,39,0,83,88,23,3,26,35,18,0,73,0,29,0,56,12,0,25,68,0,54,186,22,11,12,9,73,140,0,42,54,0,0,0,16,11,115,29,38,14,86,12,0,72,152,2.74,16.35,0,52.49,25.55,8.46,2.14,3.24,7.91,5.84,0,21.84,0,28.18,0,10.25,1.43,0,3.82,43.91,0,5.82,77.28,18.53,2.11,3.77,4.31,19.3,51.64,0,9.87,4.56,0,0,0,12.49,2.5,18.36,7.11,12.66,2.15,24.78,35.2,0,20.43,27.37
"231","hsa-miR-1268b",1927,"hsa-mir-1268b",1927,12,98,0,84,100,23,4,26,27,36,0,73,0,37,0,71,12,0,27,1,0,54,209,22,25,12,13,75,141,2,43,58,0,0,0,57,11,115,40,56,14,117,12,0,72,148,2.99,41.1,0,53.12,29.04,8.46,2.85,3.24,6.1,11.69,0,21.84,0,35.95,0,13,1.43,0,4.12,0.65,0,5.82,86.83,18.53,4.8,3.77,6.23,19.83,52.01,3.47,10.11,4.9,0,0,0,44.5,2.5,18.36,9.81,18.65,2.15,33.72,35.2,0,20.43,26.65
"232","hsa-miR-1269b",48,"hsa-mir-1269b",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,7.58,0,0,2.87,0,0,0,0,0.59,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0
"233","hsa-miR-127-5p",18,"hsa-mir-127",18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0.18
"234","hsa-miR-1270",1828,"hsa-mir-1270",1828,45,16,9,0,40,0,0,246,52,9,0,26,134,1,33,0,37,41,9,125,31,114,19,17,31,48,0,89,25,0,15,40,0,43,0,0,154,64,66,63,93,28,0,0,20,45,11.22,6.71,3.86,0,11.61,0,0,30.7,11.76,2.92,0,7.78,17.6,0.97,6.68,0,4.41,10.99,1.37,80.72,6.7,12.28,7.89,14.32,5.95,15.07,0,23.53,9.22,0,3.53,3.38,0,16.41,0,0,35.06,10.22,16.18,20.98,14.26,8.07,0,0,5.67,8.1
"235","hsa-miR-1271-5p",1891,"hsa-mir-1271",1891,39,29,8,16,26,14,12,122,37,38,0,54,18,21,107,86,86,23,11,0,45,133,44,34,80,7,41,88,48,0,84,22,0,0,1,22,41,42,48,89,48,9,8,21,27,162,9.72,12.16,3.43,10.12,7.55,5.15,8.55,15.22,8.37,12.34,0,16.16,2.36,20.4,21.67,15.75,10.26,6.16,1.68,0,9.72,14.33,18.28,28.64,15.35,2.2,19.64,23.26,17.71,0,19.74,1.86,0,0,0.27,17.18,9.34,6.7,11.77,29.64,7.36,2.59,23.47,20.01,7.66,29.17
"236","hsa-miR-1272",1,"hsa-mir-1272",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","hsa-miR-1273c",253,"hsa-mir-1273c",253,0,0,0,0,14,0,0,0,20,0,0,0,22,10,2,1,0,0,8,0,4,14,13,0,14,0,0,8,15,0,27,11,0,1,0,0,0,4,21,27,7,10,0,0,0,0,0,0,0,0,4.06,0,0,0,4.52,0,0,0,2.89,9.72,0.41,0.18,0,0,1.22,0,0.86,1.51,5.4,0,2.69,0,0,2.11,5.53,0,6.35,0.93,0,0.38,0,0,0,0.64,5.15,8.99,1.07,2.88,0,0,0,0
"238","hsa-miR-1273h-5p",1952,"hsa-mir-1273h",1952,51,1,25,21,36,132,40,62,0,102,0,164,68,74,0,14,82,66,27,71,21,83,70,55,55,44,11,27,22,0,126,26,0,0,0,82,25,58,6,47,59,24,20,0,26,29,12.71,0.42,10.71,13.28,10.45,48.55,28.49,7.74,0,33.11,0,49.07,8.93,71.9,0,2.56,9.78,17.68,4.12,45.85,4.54,8.94,29.08,46.33,10.55,13.81,5.27,7.14,8.12,0,29.62,2.2,0,0,0,64.02,5.69,9.26,1.47,15.66,9.05,6.92,58.66,0,7.38,5.22
"239","hsa-miR-1275",222,"hsa-mir-1275",222,0,1,0,0,30,6,4,26,0,0,0,0,0,1,0,14,11,0,0,0,0,0,12,22,0,9,4,8,0,0,20,0,0,0,0,0,0,20,0,0,0,8,0,0,0,26,0,0.42,0,0,8.71,2.21,2.85,3.24,0,0,0,0,0,0.97,0,2.56,1.31,0,0,0,0,0,4.99,18.53,0,2.83,1.92,2.11,0,0,4.7,0,0,0,0,0,0,3.19,0,0,0,2.31,0,0,0,4.68
"240","hsa-miR-1276",125,"hsa-mir-1276",125,0,0,0,0,0,0,0,25,0,0,0,28,0,0,0,1,13,0,9,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,5,0,0,0,0,26,1,0,0,0,0,0,0,0,3.12,0,0,0,8.38,0,0,0,0.18,1.55,0,1.37,0,0,0,0,0,0,0,0,0,0,6.93,0,1.1,0,0,0,0,0,0,0,1.67,0,0,0,0,7.38,0.18
"241","hsa-miR-1277-5p",155,"hsa-mir-1277",155,0,14,1,11,0,8,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,2,5,0,3,4,0,1,13,0,1,0,0,0,0,31,0,6,8,0,0,0,0,4,0,5.87,0.43,6.96,0,2.94,17.8,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,4.99,1.68,0.96,0,1.44,1.06,0,1.73,3.06,0,0.68,0,0,0,0,4.95,0,2,1.23,0,0,0,0,0.72
"242","hsa-miR-1279",0,"hsa-mir-1279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","hsa-miR-128-1-5p",324,"hsa-mir-128-1",324,11,5,0,0,16,2,2,12,6,22,0,22,16,2,9,8,8,18,2,0,6,13,11,0,14,13,6,9,15,0,11,11,6,1,0,2,7,15,5,2,3,6,0,0,3,4,2.74,2.1,0,0,4.65,0.74,1.42,1.5,1.36,7.14,0,6.58,2.1,1.94,1.82,1.46,0.95,4.82,0.31,0,1.3,1.4,4.57,0,2.69,4.08,2.87,2.38,5.53,0,2.59,0.93,4.05,0.38,0,1.56,1.59,2.39,1.23,0.67,0.46,1.73,0,0,0.85,0.72
"244","hsa-miR-128-2-5p",6,"hsa-mir-128-2",6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72
"245","hsa-miR-1281",3,"hsa-mir-1281",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","hsa-miR-1282",0,"hsa-mir-1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","hsa-miR-1283",9,"hsa-mir-1283-1",9,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","hsa-miR-1283",9,"hsa-mir-1283-2",9,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","hsa-miR-1284",11804,"hsa-mir-1284",11804,221,238,95,127,260,292,117,223,291,242,93,278,499,132,631,234,378,173,330,168,315,544,144,27,361,163,132,551,231,25,554,335,0,168,137,79,537,408,473,172,287,390,22,181,385,161,55.09,99.81,40.7,80.31,75.49,107.4,83.32,27.83,65.8,78.56,72.32,83.18,65.55,128.26,127.81,42.85,45.09,46.35,50.39,108.49,68.05,58.61,59.83,22.74,69.27,51.17,63.24,145.66,85.21,43.33,130.22,28.3,0,64.13,37.26,61.68,122.27,65.13,115.98,57.29,44.01,112.39,64.53,172.5,109.23,28.99
"250","hsa-miR-1285-5p",11304,"hsa-mir-1285-1",11304,141,58,110,62,274,189,3,83,91,442,1,271,135,141,381,23,230,738,302,76,107,289,126,114,183,395,46,107,303,2663,288,235,114,204,439,189,125,169,220,164,204,182,187,75,287,138,35.15,24.32,47.13,39.21,79.56,69.52,2.14,10.36,20.58,143.49,0.78,81.08,17.73,137,77.17,4.21,27.44,197.74,46.11,49.08,23.12,31.14,52.35,96.02,35.12,123.99,22.04,28.29,111.77,4615.76,67.7,19.85,76.99,77.87,119.39,147.56,28.46,26.98,53.95,54.63,31.28,52.45,548.5,71.48,81.43,24.85
"251","hsa-miR-1287-5p",10151,"hsa-mir-1287",10151,299,115,297,106,181,26,1,417,309,241,1,156,126,57,348,371,553,236,332,37,159,369,147,56,479,103,84,158,402,18,176,766,257,372,273,125,168,112,270,265,143,115,54,57,392,422,74.53,48.23,127.25,67.03,52.55,9.56,0.71,52.03,69.87,78.24,0.78,46.67,16.55,55.38,70.49,67.93,65.97,63.24,50.69,23.89,34.35,39.76,61.07,47.17,91.92,32.33,40.24,41.77,148.28,31.2,41.37,64.7,173.57,141.99,74.25,97.6,38.25,17.88,66.21,88.27,21.93,33.14,158.39,54.32,111.22,75.98
"252","hsa-miR-1288-5p",1,"hsa-mir-1288",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","hsa-miR-129-5p",1276,"hsa-mir-129-1",1276,14,57,0,47,32,17,114,31,0,20,0,35,14,1,23,91,19,0,42,0,8,8,28,69,31,130,0,32,0,38,88,35,0,0,0,19,17,31,9,7,26,63,8,0,31,41,3.49,23.9,0,29.72,9.29,6.25,81.18,3.87,0,6.49,0,10.47,1.84,0.97,4.66,16.66,2.27,0,6.41,0,1.73,0.86,11.63,58.12,5.95,40.81,0,8.46,0,65.87,20.69,2.96,0,0,0,14.83,3.87,4.95,2.21,2.33,3.99,18.16,23.47,0,8.8,7.38
"254","hsa-miR-129-5p",1276,"hsa-mir-129-2",1276,14,57,0,47,32,17,114,31,0,20,0,35,14,1,23,91,19,0,42,0,8,8,28,69,31,130,0,32,0,38,88,35,0,0,0,19,17,31,9,7,26,63,8,0,31,41,3.49,23.9,0,29.72,9.29,6.25,81.18,3.87,0,6.49,0,10.47,1.84,0.97,4.66,16.66,2.27,0,6.41,0,1.73,0.86,11.63,58.12,5.95,40.81,0,8.46,0,65.87,20.69,2.96,0,0,0,14.83,3.87,4.95,2.21,2.33,3.99,18.16,23.47,0,8.8,7.38
"255","hsa-miR-1291",438,"hsa-mir-1291",438,18,34,0,0,0,0,0,16,0,10,0,8,8,0,0,26,0,0,0,0,0,0,56,6,12,0,12,76,26,0,0,0,0,0,0,23,0,21,0,0,19,18,0,35,0,14,4.49,14.26,0,0,0,0,0,2,0,3.25,0,2.39,1.05,0,0,4.76,0,0,0,0,0,0,23.27,5.05,2.3,0,5.75,20.09,9.59,0,0,0,0,0,0,17.96,0,3.35,0,0,2.91,5.19,0,33.36,0,2.52
"256","hsa-miR-1292-5p",8817,"hsa-mir-1292",8817,238,201,122,119,119,370,93,609,221,151,2,290,212,162,352,387,328,115,166,65,282,284,191,56,112,98,66,274,161,41,283,408,296,94,3,50,242,317,88,182,159,156,30,89,323,210,59.33,84.29,52.27,75.26,34.55,136.09,66.23,75.99,49.97,49.02,1.56,86.77,27.85,157.4,71.3,70.86,39.13,30.81,25.35,41.97,60.92,30.6,79.36,47.17,21.49,30.76,31.62,72.43,59.39,71.06,66.52,34.46,199.91,35.88,0.82,39.04,55.1,50.6,21.58,60.62,24.38,44.96,88,84.82,91.64,37.81
"257","hsa-miR-1293",12,"hsa-mir-1293",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","hsa-miR-1295b-5p",11,"hsa-mir-1295b",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0
"259","hsa-miR-1295b-3p",64,"hsa-mir-1295b",64,8,0,0,0,0,0,0,0,0,12,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,3.9,0,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","hsa-miR-1296-5p",1544,"hsa-mir-1296",1544,0,76,0,42,0,39,94,21,1,9,0,0,44,12,18,64,101,52,5,0,36,99,67,98,13,23,27,54,26,3,153,4,0,0,50,66,22,70,47,20,6,18,1,1,16,46,0,31.87,0,26.56,0,14.35,66.94,2.62,0.23,2.92,0,0,5.78,11.66,3.65,11.72,12.05,13.93,0.76,0,7.78,10.67,27.84,82.54,2.49,7.22,12.93,14.28,9.59,5.2,35.96,0.34,0,0,13.6,51.53,5.01,11.17,11.52,6.66,0.92,5.19,2.93,0.95,4.54,8.28
"261","hsa-miR-1298-5p",34,"hsa-mir-1298",34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94
"262","hsa-miR-1301-5p",0,"hsa-mir-1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","hsa-miR-1302",7,"hsa-mir-1302-7",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
"264","hsa-miR-1304-5p",426,"hsa-mir-1304",426,43,10,0,11,1,0,0,22,12,8,0,0,17,0,36,49,29,0,0,0,0,0,15,0,0,33,9,0,9,0,12,15,0,0,0,0,0,9,9,0,25,12,0,0,0,40,10.72,4.19,0,6.96,0.29,0,0,2.75,2.71,2.6,0,0,2.23,0,7.29,8.97,3.46,0,0,0,0,0,6.23,0,0,10.36,4.31,0,3.32,0,2.82,1.27,0,0,0,0,0,1.44,2.21,0,3.83,3.46,0,0,0,7.2
"265","hsa-miR-1306-5p",9311,"hsa-mir-1306",9311,26,272,65,182,87,379,224,174,575,79,1,363,252,84,403,267,458,0,82,91,46,710,550,193,238,180,194,417,59,92,245,120,360,40,423,23,88,340,128,157,110,24,8,107,84,311,6.48,114.06,27.85,115.1,25.26,139.4,159.52,21.71,130.01,25.65,0.78,108.61,33.1,81.62,81.63,48.89,54.63,0,12.52,58.76,9.94,76.5,228.51,162.56,45.67,56.5,92.94,110.24,21.76,159.46,57.59,10.14,243.13,15.27,115.04,17.96,20.04,54.27,31.39,52.29,16.87,6.92,23.47,101.97,23.83,56
"266","hsa-miR-130a-5p",4,"hsa-mir-130a",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54
"267","hsa-miR-130b-5p",30075,"hsa-mir-130b",30075,319,526,71,69,820,525,548,1369,716,1059,501,930,1281,353,786,504,948,625,786,328,767,2566,455,82,1255,590,148,497,871,23,915,177,380,339,153,297,1053,1023,1126,682,614,715,64,175,1191,853,79.52,220.58,30.42,43.64,238.09,193.11,390.25,170.82,161.89,343.78,389.61,278.25,168.28,342.99,159.21,92.29,113.08,167.47,120.02,211.8,165.7,276.46,189.04,69.07,240.83,185.21,70.9,131.39,321.28,39.87,215.08,14.95,256.64,129.4,41.61,231.89,239.75,163.29,276.11,227.17,94.15,206.06,187.72,166.78,337.91,153.58
"268","hsa-miR-132-5p",22962,"hsa-mir-132",22962,617,655,123,77,535,331,265,798,390,454,588,452,626,387,574,305,607,425,1137,486,648,1049,501,127,382,277,130,2056,885,34,955,365,209,337,221,182,571,817,428,211,892,442,38,265,406,702,153.8,274.67,52.7,48.69,155.34,121.75,188.71,99.57,88.18,147.38,457.27,135.24,82.23,376.02,116.27,55.85,72.41,113.88,173.62,313.83,139.99,113.02,208.15,106.97,73.3,86.95,62.28,543.52,326.45,58.93,224.48,30.83,141.15,128.63,60.1,142.1,130.01,130.41,104.95,70.28,136.78,127.38,111.46,252.55,115.19,126.4
"269","hsa-miR-1323",1,"hsa-mir-1323",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","hsa-miR-133a-5p",0,"hsa-mir-133a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","hsa-miR-133a-5p",0,"hsa-mir-133a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","hsa-miR-134-5p",11775,"hsa-mir-134",11775,173,221,38,5,726,695,6,595,269,444,2,250,85,61,112,47,64,168,791,1,265,357,280,332,184,26,25,99,221,8,197,43,371,769,1,104,323,393,258,1216,184,86,702,41,512,25,43.12,92.68,16.28,3.16,210.79,255.64,4.27,74.24,60.82,144.14,1.56,74.8,11.17,59.27,22.69,8.61,7.63,45.01,120.78,0.65,57.25,38.46,116.33,279.64,35.31,8.16,11.98,26.17,81.52,13.87,46.31,3.63,250.56,293.53,0.27,81.2,73.54,62.73,63.26,405.03,28.22,24.78,2059.09,39.07,145.26,4.5
"273","hsa-miR-1343-5p",239,"hsa-mir-1343",239,0,24,0,31,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,70,0,31,20,13,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,6,0,10.06,0,19.6,0,0,0,0.12,0,0,0,0,2.1,0,0,0,0,0,0,45.2,0,3.34,8.31,10.95,0,0,0,0,0,22.53,0,0,0,0,0,0,0,0.16,0,0,1.99,0,0,0,0,1.08
"274","hsa-miR-135a-5p",4194,"hsa-mir-135a-1",4194,0,638,0,15,0,0,934,0,0,0,0,0,1,0,0,648,14,0,0,0,0,0,1,593,0,0,0,120,0,0,824,0,0,0,0,10,0,178,4,0,44,0,0,0,0,170,0,267.55,0,9.49,0,0,665.13,0,0,0,0,0,0.13,0,0,118.66,1.67,0,0,0,0,0,0.42,499.48,0,0,0,31.72,0,0,193.69,0,0,0,0,7.81,0,28.41,0.98,0,6.75,0,0,0,0,30.61
"275","hsa-miR-135a-5p",4209,"hsa-mir-135a-2",4209,0,640,0,15,0,0,937,0,0,0,0,0,1,0,0,648,14,0,0,0,0,0,1,599,0,0,0,120,0,0,827,0,0,0,0,10,0,178,4,0,44,0,0,0,0,171,0,268.38,0,9.49,0,0,667.26,0,0,0,0,0,0.13,0,0,118.66,1.67,0,0,0,0,0,0.42,504.53,0,0,0,31.72,0,0,194.39,0,0,0,0,7.81,0,28.41,0.98,0,6.75,0,0,0,0,30.79
"276","hsa-miR-135b-5p",1496,"hsa-mir-135b",1496,2,174,0,48,0,0,11,0,0,1,0,0,0,0,0,64,0,0,27,0,0,0,4,23,0,7,18,59,0,0,247,0,0,0,0,0,0,103,10,0,3,19,0,0,0,676,0.5,72.97,0,30.36,0,0,7.83,0,0,0.32,0,0,0,0,0,11.72,0,0,4.12,0,0,0,1.66,19.37,0,2.2,8.62,15.6,0,0,58.06,0,0,0,0,0,0,16.44,2.45,0,0.46,5.48,0,0,0,121.71
